"","Country.name","Period","0-9","10-19","20-29","30-39","40-49","50-59","60-69","70-79","80-89","90+"
"1","Austria","2010-2015",0.0117958321890499,0.0170115400187918,0.0510206738387197,0.0570206129415613,0.0672136139214977,0.112257883811032,0.179508268742571,0.243371295317809,0.207743214444524,0.0530570647744441
"2","Belgium","2010-2015",0.0174472329728088,0.0124199737750815,0.0507362782041591,0.0407471085603246,0.0570478258020794,0.123768916405142,0.221207099032337,0.264057025267232,0.178915788624337,0.0336527513564979
"3","Belarus","2010-2015",0.00982961557493777,0.0110898034465051,0.0552092463774014,0.100878211685834,0.152093712478287,0.212046770483596,0.250890073916441,0.161880122385846,0.0433654859106689,0.00271695774048139
"4","Bulgaria","2010-2015",0.0271745638022787,0.0164154965586948,0.0403229623064348,0.0502382194106961,0.104342177874356,0.229158387710092,0.29336476751618,0.18921949656759,0.0466968178854792,0.0030671103681978
"5","Czech Republic","2010-2015",0.0114944040381871,0.0128223217517279,0.0465767313553599,0.0439132121057502,0.0792094576396527,0.174318387298296,0.280797513235561,0.239007276992724,0.0992456501169453,0.012615045465796
"6","Denmark","2010-2015",0.00782583955273079,0.00892742162565125,0.0352695741719866,0.0451407945121552,0.0714121823047645,0.144848204256449,0.210414659633323,0.23975814884845,0.190794145220192,0.045609029874297
"7","Estonia","2010-2015",0.0047928195406002,0.0094657306450512,0.0582488122569187,0.0789183232446408,0.104115716653188,0.17956449686812,0.257085836845498,0.210973474690853,0.0854828202246347,0.0113519690304957
"8","Finland","2010-2015",0.00533401559767835,0.0104166126192219,0.0553557415306343,0.0554336047353228,0.083548513615873,0.146561924257879,0.221471253810544,0.240198488813423,0.155705809837444,0.0259740351819795
"9","Hungary","2010-2015",0.00936916131044497,0.0122423283487873,0.0274194103751031,0.0378162128428935,0.101994756481134,0.246461691600589,0.282395603811093,0.206901188230723,0.069220681351313,0.00617896564791901
"10","France","2010-2015",0.00879864132187071,0.0129090062871759,0.0413761485509678,0.0455957320658853,0.0717110525594411,0.153179092445017,0.212682389059876,0.221714693535584,0.180746659468235,0.0512865847059461
"11","Germany","2010-2015",0.00961190877809452,0.0113237363671693,0.0345781407006173,0.0364275955027448,0.0652621263362519,0.1549842081962,0.239032222559248,0.261359315175223,0.160800238143064,0.0266205082413867
"12","Greece","2010-2015",0.0117889971940809,0.0151109761758466,0.0566932936151906,0.0526427370644854,0.083623878748932,0.178370920608015,0.259613633175606,0.243454581111086,0.079892210486186,0.0188087718205723
"13","Italy","2010-2015",0.00870996675722326,0.0137410188581949,0.032807279621072,0.0343453735769528,0.047856876041555,0.106971337514032,0.207250451239478,0.275190157203457,0.223651388444502,0.0494761507435327
"14","Ireland","2010-2015",0.0168801796982328,0.0210768859522232,0.075842188524595,0.0558618298027009,0.0630227665624224,0.0976600615198246,0.17706497361623,0.254507305503329,0.192346035504131,0.045737773316312
"15","Netherlands","2010-2015",0.0176665619041892,0.0106176273471964,0.0344974548143991,0.0270429238367358,0.030130970678355,0.0787122724948112,0.187196912881986,0.318125394915812,0.250286545005269,0.0457233361212463
"16","Norway","2010-2015",0.00999603989163929,0.0125019989474672,0.0633821174736234,0.052597378374254,0.0508653088992231,0.0927371578842666,0.178556137543587,0.263426021074823,0.228857625573583,0.0470802143375332
"17","Russia","2010-2015",0.0159865780653307,0.0174109720070995,0.0849829915389393,0.147801929164846,0.157762882605849,0.20018566059263,0.210024647099571,0.13346802810843,0.0308919958683981,0.00148431494890665
"18","Latvia","2010-2015",0.0120583224603044,0.0151703059702349,0.0472251788360598,0.0912025466596705,0.132884468475152,0.208403625624494,0.252124747671132,0.181165229012004,0.0565648401010327,0.00320073518991517
"19","Lithuania","2010-2015",0.00544134369900539,0.0200723844412226,0.0651907596067311,0.100393559783226,0.141577872547879,0.201067200111344,0.247152485292586,0.163951698553552,0.0509093024475438,0.00424339351690975
"20","Poland","2010-2015",0.00849492215921336,0.0131493619423309,0.0527910661764982,0.0638590028220426,0.113952817958249,0.197856348392331,0.246137692272433,0.208722743786527,0.0841871939121436,0.0108488505782309
"21","Portugal","2010-2015",0.0113777587012197,0.0100118163889833,0.0352673151748198,0.0452807997303791,0.0989961848776386,0.180593515682386,0.216653036269218,0.228820663849049,0.143839226202318,0.0291596831239882
"22","Slovakia","2010-2015",0.0124298166471091,0.0140661770606553,0.0417896831217671,0.0499215897991419,0.103777743246677,0.204096778172636,0.276907421674669,0.22048645877782,0.069109783615498,0.00741454788402645
"23","Slovenia","2010-2015",-0.00111654096149442,0.013497597678447,0.0399874318935977,0.0414269743806047,0.0707085414763783,0.165706129254436,0.245398010100835,0.259156970018613,0.146285945921325,0.0189489402372566
"24","Spain","2010-2015",0.00712955030244462,0.00567707654848862,0.0231068904474735,0.0248268658478235,0.0595229934477197,0.142586635367145,0.237692078318237,0.27566121189727,0.183526517250959,0.0402701805724393
"25","Sweden","2010-2015",0.00894592643970587,0.0119296539134468,0.0624111283954989,0.0431748457896727,0.0500125489603566,0.0993954287082583,0.176199251300637,0.263972162940011,0.231971101874876,0.0519879516775369
"26","Switzerland","2010-2015",0.0152327564314468,0.0151772530315153,0.0392804861649907,0.0323850328560358,0.0507820051350588,0.10391576945293,0.203795799642535,0.269411820569293,0.22111930776313,0.0488997689530653
"27","Ukraine","2010-2015",0.0194652992513683,0.0139307210523295,0.063077472376272,0.124102730878354,0.160094740742404,0.216719217841797,0.232082433989563,0.13980374412915,0.0294117883480403,0.00131185139072209
"28","United Kingdom","2010-2015",0.0210823762473059,0.014849873638976,0.0483910206898589,0.0565827182915552,0.0763803604210144,0.111971583362296,0.191667839778921,0.248444134533411,0.183867276585576,0.0467628164510853
